content,fileName,fileUrl,regdate,regname,seq,subject,viewCount

환경식품농촌부(Defra)에서 지원받은 이번 연구에서 양파에 관한 작업은 같은 대학의 생명과학대학 연구원인 Andrew Taylor박사가 주도하였다. 그는 유럽, 호주, 뉴질랜드, 아프리카, 인도, 미국, 일본산 양파 96종의 핵심 형질을 시험하고 기록했다. 이 자료는 재배자가 양파 구근 부패를 유발하는 Fusarium oxysporum에 저항할 수 있으며, 이로운 곰팡이인 수지상 균근균(Arbuscular Mycorrhizal Fungi)에 잘 반응하는 양파 품종을 개발하는데 결정적인 정보를 제공한다. 이러한 곰팡이와의 상호작용이 향상되면 비료의 양을 상당히 줄인 양파의 영양소 흡수를 도울 수 있다. 이러한 곰팡이는 질병 저항성 향상과 가뭄 내성 증가와 같은 기타 이로운 효과도 가져온다.

이번 연구는 개개의 상업적 재배자와 종자 생산업체에 도움이 될 뿐만 아니라, 특히 온도 증가가 문제가 되는 상황에서 전 세계 식량 안전성에 상당한 기여를 할 것이다. 구근 부패는 더운 조건에서 더욱 활발하고 급격하게 발전하기 때문에 온도 증가를 다룰 때 Fusarium oxysporum에 대한 저항성 증진이 더욱 중요해진다.(후략) (2011.8.10. 과학기술정보연구원&nbsp;KISTI 미리안 글로벌동향브리핑 중&nbsp;게시자&nbsp;일부 편집)

http://mirian.kisti.re.kr/global/global_v.jsp
&nbsp;
",2011.08.10,박병도,382,전 세계 양파의 질병 저항성 관련 정보 모음 개발,598,2011년도 생명산업기술개발사업(현장우수기술발굴 과제) 시행계획 공고,594

"농림수산식품부는 2011년도 종축장 종합평가결과 우수 종축장(종돈장 9개소, 종계장 2개소)에 대한 현판 전달식이 &lsquo;11.8.3일 제1축산회관 회의실에서 개최된다고 밝혔다.&nbsp;

이번 종축장 종합평가는 지난 4월 종축장 평가계획 공고후 평가에 참여한 종돈장 17개소, 종계장 4개소를 대상으로 서류심사 및 현지실사를 거쳐 선정되었다.

&nbsp;&nbsp;&nbsp; * 우수종돈장 : 농협 불갑농장(전남 영광), 신평종돈(경북 김천), 가야육종(경남 고성), 활천농장(경남 하동), 서원종돈(충북 보은), 형제농장(경북 의성), 조산농장(전남 함평), 우성팜(경북 우성), 원산종돈(경남 거창)

&nbsp;&nbsp;&nbsp; * 우수종계장 : 마니커 문경지점(경북 문경), 재성(경기 평택)

평가결과 우수 종축장에 대해서는 운영자금(49억원)을 지원할 계획이며 시설개선을 희망하는 경우 축사시설현대화사업에서 우선적으로 지원할 계획이다.

종축장 종합평가는 양돈？양계농가에게 능력이 우수한 종축을 선택할 수 있도록 정보를 제공하고, 종축장간 경쟁을 통한 전문화 및 청정화를 유도하기 위해 &lsquo;09년부터 실시되고 있으며.&nbsp;종합평가는 국립축산과학원을 중심으로 농가, 학계, 관련기관 등으로 평가위원회를 구성(각 10인 이내)하고 동 위원회에서 사육규모, 분양실적, 위생？방역관리 수준, 검정실적 등을 종합적으로 고려하여 평가기준을 마련하여 시행하고 있다.

그동안 우수 종축장 인증은 법적 뒷받침 없이 추진되었으나 지난해 축산법을 개정하여 우수 종축장 인증을 제도화 하였다.
농식품부는 종축장 종합평가를 실시한 결과 종축장 간 경쟁을 유도하고 전문화 및 청정화를 위한 업계 노력이 빠르게 진행되고 있다고 판단하고, 지속적으로 추진한다고 밝혔다.

또한, 종축장 종합평가와 병행하여 가축전염병예방법에 의한 종축장별 위생수준 공개도 추진할 계획이라고 밝혔다.(2011.08.03. 농림수산식품부 홈페이지 보도자료)

http://www.mifaff.go.kr/gonews/content_view.jsp?newsid=155441329&amp;section_id=b_sec_1",2011 종축장 종합평가 결과.hwp,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=381&file_seq=1,2011.08.09,박병도,381,종축장 종합평가 결과 우수종축장 현판전달식,391

"미국 미네소타대학교 식품공업 천연자원과학대학 식품과학 및 영양학 교수인 Dan O'Sullivan 등 연구진은 살모넬라, 대장균, 디스테리아균 등 해로운 세균을 죽이기 위해 식품에 첨가 가능한 무해 세균이 생산하는 펩타이드인 천연 발생 란티바이오틱(lantibiotic)을 발견하고 이에 대한 특허를 획득했다.(중략)

이 란티바이오틱은 육류, 가공 치즈, 달걀 및 유제품, 통조림 식품, 해산물, 샐러드드레싱, 발효 음료 및 많은 기타 식품에서 해로운 세균의 증식을 방지하기 위해 사용될 수 있다. 식품 안전성이라는 이점 외에도 란티바이오틱은 소화가 쉽고, 독성이 없으며, 알레르기를 유발하지 않으며, 위해 세균들이 저항성을 발전시키기 어렵다는 이점이 있다. 오설리반은 세균 게놈을 연구하다 린타바이오틱을 우연히 발견했으며 같은 대학의 대학원생인 이주훈과 협력하여 연구를 계속했다. 같은 학교 기술상업화사무국에서는 현재 이 기술의 실시권자를 찾고 있다.(후략)(2011.08.09. 한국과학기술정보연구원 KISTI 미리안 글로벌동향브리핑 게시자 편집)

http://mirian.kisti.re.kr/global/global_v.jsp",2011.08.09,박병도,380,음식 유래 세균을 제거하는 천연 식품 보존제 발견,565,종축장 종합평가 결과 우수종축장 현판전달식,391

"국립 한국농수산대학(총장 배종하, 이하 한농대)은 8일(월) 베트남 현지에서 진행한 복토직파기술(벼농사) 현지시험을 지역관계자들의 호평 속에 성공리에 마무리했다고 밝혔다.

복토직파기술이란 못자리와 모내기를 따로 하는 기존의 벼농사 방식과 달리 발아된 볍씨와 밑거름&#8228;규산질 비료를 나란히 뿌리면서 동시에 처리하는 기술로 국내를 비롯해 방글라데시, 미얀마, 카메룬, 쿠바 등 세계 23개국에 보급되고 있다.

지난해 10월 한&#8228;베트남 정상회의 기간 중 복토직파기술을 현지에서 시연해 베트남 농업관계자들의 이목을 끈바 있으며, 이를 계기로 한농대와 베트남농림대학교는 MOU를 체결했다.

올해 본격적으로 베트남농업과학원(VAAS)의 작물연구소 주관으로 건기(3~6월)와 우기(7~10월), 2차례 진행한 재배시험에서 기존의 손 모내기 농법에 비해 작업량과 파종량, 생산비가 크게 절감하는 효과를 얻었다.(2010.11.9, 농림수산식품부 홈페이지 보도자료)

http://www.mifaff.go.kr/gonews/content_view.jsp?newsid=155440002&amp;section_id=b_sec_1 ",한농대 복토직파기술 베트남 전파.hwp,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=379&file_seq=1,2010.11.10,이진필,379,"“한농대, 복토직파기술 베트남 전파”",433

"미국에너지부의 연구에 의하면 평범한 길가의 잡풀이 바이오연료의 새로운 자원으로 사용되는데 필요한 조건을 가진 것으로 조사되었다. 미국농림부의 농업연구청(Agricultural Research Service: ARS) 내부 과학자들은 길가에 자라는 pennycress가 바이오디젤 생산에 사용될 수 있는 기름을 가진 씨앗을 상당량 생산하고 있다는 것을 발견하였다.

야생 pennycress는 canola(서양유채), camelina(양구슬냉이) 및 겨자와 함께 Brassicaceae 계열에 속하며 기름이 풍부한 씨앗을 많이 생산한다. ARS의 미국농림부의 바이오에너지를 위한 새로운 자원을 개발하고자 하는 노력을 지원하고 있다. ARS의 화학자인 Bryan Moser, Gerhard Knothe 및 Terry Isbell과 식물생리학자인 Steven Vaughn는 pennycress의 잠재성을 조사하기 위해 팀을 형성하였다.

야생 pennycress에서 기름을 얻은 과학자들은 기름을 산으로 처리하고 야생 pennycress와 메탄올을 반응시켜 바이오디젤과 글리세롤을 얻었다. 약간의 보충적인 정제과정을 거쳐 최종 산물인 바이오디젤 연료를 제조하였으며, 이 바이오디젤을 미국 시험 및 재료학회가 제정한 기준에 맞는지 시험하였다. 시험결과에 의하면 약간의 작업에 의해 이전에 문제가 되었던 pennycress가 상업용 제품으로 사용할 수 있다는 것이 판명되었다. (후략) (2010.11.10, 한국과학기술정보연구원(KISTI) 미리안 '글로벌동향브리핑')

http://mirian.kisti.re.kr/global/global_v.jsp ",2010.11.10,이진필,378,잡풀에서 새로운 바이오연료 공급원으로 변신한 pennycress(말냉이),420,"“한농대, 복토직파기술 베트남 전파”",433

"중국에서 연간 30만톤의 밀짚(straw) 발효 정제공업 산업화 생산리인이 2010년 9월 20일에 중국 길림성 송원래화 화학유한회사에서 정식으로 가동되었으며 테스트 생산에도 성공했다.

이번 생산 라인은 중국과학원 공정연구소 생물화학공정 국가지정실험실인 Chen Hong hang 연구팀에서 연구개발한 것이며 이 연구소에서 시작한 국가 973 항목인 &quot;밀짚자원을 높은 가치의 생태자원으로 만드는 핵심공정과 기초연구&quot;의 확장 연구에 속한다.

송원래화화학유한회사는 농업폐기물의 종합적 이용 및 연구개발의 초점을 맞추고 있는 민간기업이다. 이 회사는 2007년부터 중국과학원공정연구소와 함께 기술합작을 하여 &quot;짚의 hemicellulose의 butanol 발효와 종합이용기술&quot; 시범공정을 시작하였다. 그 중 &quot;600톤/년의 밀짚 butanol의 중간테스트 장치&quot;는 2009년 10월에 이미 중국과학원에서 조직한 전문가 검증 과정을 통과했고 이런 기술과 전체 장비세트는 국제 최고수준에 이른다고 평가하였다.(후략) (2010.11.05, 한국과학기술정보연구원(KISTI), 미리안 '글로벌동향브리핑')

http://mirian.kisti.re.kr/global/global_v.jsp ",2010.11.05,이진필,377,"중국, 30만톤/년 밀짚 재활용 정제 산업화 생산 성공",424,"“한농대, 복토직파기술 베트남 전파”",433

"아이오와 주립대학교의 Jacob Petrich가 주도한 연구 프로젝트에&nbsp; 따르면, 광우병과 유사한 신경성 장애인 scrapie에 감염된 양은 눈에 파란 여기광원(excitation light)을 비췄을 때 강렬한, 거의 하얀 빛을 낸다고 한다. 이번 발견은 소의 광우병과 사람의 크로이펠트--야콥병 같은 진행성이자 치명적인 신경성 질병인 전염성&nbsp;해면상 뇌증(tranmissional spongiform encephalopathies. TSE: 뇌에 스펀지 형태의 변형을 일으키는 전염성 질병)에 대한 빠르고 비침습적인 검진을 위한 기술과 기법이 개발될 수 있음을 시사한다. 실제도 Petrich는 검진 장치를 개발 중이다. 이번 발견은 올해 초 Analytical Chemistry에 게재되었다. 이 프로젝트는 국방부로부터 연구비를 지원받았다. (중략)

연구진은 73마리의 양에서 140개의 안구를 수집했다. 이 중 35마리는 스크래피에 감염되었고, 38마리는 감염되지 않았다. 연구진은 모든 양을 대상으로 눈의 다양한 부분에서 형광성을 측정했다. Petrich는 &quot;핵심은 스크래피 양성 망막은 강렬한 형광색을 나타냈다는 점이다. 스크래피 음성 망막은 그렇지 않았다.&quot; (후략) (2010.10.29, 한국과학기술정보연구원(KISTI) 미리나 '글로벌동향브리핑')

http://mirian.kisti.re.kr/global/global_v.jsp

",2010.11.01,이진필,376,가축의 신경성 질별 검진을 위한 눈 검사 개발,457,"“한농대, 복토직파기술 베트남 전파”",433

"과학자들은 전 세계 인구의 3분의 1이 주식으로 삼고 있는 곡식이지만, 잘 알려지지 않은 종류에 해당하는 흑미가 알레르기, 천식 및 기타 질병과 관련된 염증을 완화시키는 데 도움을 줄 수 있다는 증거를 내놓았다. 이번 연구는 ACS의 Journal of Agricultural and Food Chemistry에 게재되었다.

Mendel Friedman과 동료들은 이전에 수행했던 연구에서 흑미겨를 섭취할 때 몇 가지 건강상 이점들이 발견되었다는 사실을 언급했다. 겨는 곡물의 겉껍질로서, 우리에게 익숙한 백미로 만들이 위해 현미 가공과정에서 제거되는 부분이다. 이들 실험은 모두 세포배양조건에서 이루어졌는데, 염증을 발생시키는 히스타민의 분비를 흑미겨가 억제할 수 있다는 힌트를 제공한 실험들이었다.

연구진은 새로운 연구에서는 실험실 쥐의 피부 염증에 미치는 흑미겨 추출물의 영향을 살펴보았다. 연구진이 흑미겨 추출물을 쥐에게 주입하자 대조군에 비해 피부 염증이 약 32% 감소되었으며, 염증을 촉진시키는 것으로 알려진 특정 물질들의 생성도 감소되었다. 그러나, 연구진은 현미겨 추출물은 이러한 효과를 나타내지 않았다고 말했다. 연구진이 10% 흑미겨를 포함한 사료를 쥐에게 먹였을 경우에는 흔한 피부 자극의 하나인 알레르기 접촉 피부염과 관련된 부기를 감소시켰다.

이번 발견은 항염증 및 항알리르기 식품 성분으로서의 흑미겨의 잠재적인 가치를 보여주며, 또한 만성 염증과 관련된 질병의 치료 및 예방에 효과적인 약재로서의 가능성도 지니고 있음을 보여주었다고 논문에서 밝히고 있다.(2010.10.29, 한국과학기술정보연구원(KISTI) 미리안 '글로벌동향브리핑')

http://mirian.kisti.re.kr/global/global_v.jsp
",2010.11.01,이진필,375,"흑미겨, 질병 관련 염증 치료에 도움",566,"“한농대, 복토직파기술 베트남 전파”",433

"농림수산식품부는 경기도 남양주시 등 21개 시&middot;군에서 2010년 11월 5일자로 「영농여건불리농지」 2만ha(194천필지)를 지정하고, 이를 고시했다고 밝혔다. 
&nbsp;
&nbsp;&nbsp; * 21개 시&middot;군 : 부산 기장, 경기 이천&middot;용인&middot;가평&middot;남양주, 강원 횡성&middot;영월&middot;양양, 충북 옥천&middot;영동&middot;증평&middot;괴산, 충남 당진&middot;태안, 전북 순창, 전남 순천&middot;화순, 경북 경주&middot;청송, 경남 사천&middot;함양
&nbsp;
&nbsp; ○ 이번 지정&middot;고시는 지난해 농지법 개정(&lsquo;09.11.28)이후 시&middot;군에서 추진해 온 현지 조사&middot;확인이 먼저 완료된 21개 시&middot;군의 영농여건불리농지를 최초로 지정하여 고시한 것이다.
&nbsp;
&nbsp; ○ 영농여건불리농지는 읍&middot;면지역의 농업진흥지역 밖에 있는 평균 경사율이 15%이상이고, 집단화된 규모가 2ha 미만인 농지 중에서 시장&middot;군수가 영농여건이 불리하고 생산성이 낮다고 인정하는 농지를 지정하게 된다.
&nbsp;
&nbsp;&nbsp; * 영농여건불리농지 : 140개 시&middot;군, 12만ha내외 추정
&nbsp;
&nbsp; 영농여건불리농지는 자기의 농업경영에 이용하지 않더라도 누구든지 취득하여 소유할 수 있으며, 임대도 가능하기 때문에 고령으로 인한 영농이 불편한 농지의 유휴화 방지 등 농지의 효율적 이용이 기대된다. 
&nbsp;
&nbsp; ○ 영농여건불리농지를 취득하려는 경우에는 일반농지와 달리 농업경영계획서를 작성하지 않고 농지취득자격증명을 신청할 수 있다.
&nbsp; ○ 또한, 영농여건불리농지를 전용하여 주택 등을 건축하고자 할 때에는 농지전용허가를 받는 대신 시장&middot;군수에게 신고만으로 농지를 전용할 수 있다.
&nbsp; ○ 영농여건불리농지는 필지별로 토지이용계획확인서를 통해 확인할 수 있으며, 시&middot;군에 비치된 지적도를 열람하거나 토지이용규제정보서비스(http://luris.mltm.go.kr)에서 볼 수 있다.
&nbsp;
&nbsp; 농림수산식품부는 영농여건불리농지 지정대상 140개 시&middot;군 중 나머지 119개시&middot;군에서도 추진 중에 있는 현지 조사&middot;확인이 끝나는 대로 영농여건불리농지를 지정&middot;고시하여 올해 안에 모두 완료할 계획이라고 밝혔다. (2010.11.8, 농림수산식품부 홈페이지 보도자료)

http://www.mifaff.go.kr/gonews/content_view.jsp?newsid=155439988&amp;section_id=b_sec_1
&nbsp;
",영농여건불리농지.hwp,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=374&file_seq=1,2010.11.10,이진필,374,21개 시&#8228;군 영농여건불리농지 2만ha 지정&#8228;고시,543

"□ 농림수산식품부는 도시와 농촌이 함께하는『2010 생명평화환경농업대축제』를 (사)환경농업단체연합회 등의 주관으로 11월 13일(토, 10:30～16:30)까지 서울 동승동 대학로 일대에서 개최한다고 밝혔다.
&nbsp;○ 이번 축제는 농업&#8228;농촌의 위기극복 방안이자 우리농업의 대안인 친환경유기농업을 널리 알리기 위해 시민들과 함께 체험하는 친환경농업한마당을 연출하고
&nbsp;○ 건강한 먹을거리와 쌀소비 촉진을 의미하는 &lsquo;생명밥상을 주세요&rsquo;라는 슬로건을 내세워 도시민에게 친환경농산물을 전시&#8228;홍보할 계획이다.
&nbsp;○ 세부행사로는 가톨릭농민회 사물놀이, 친환경농산물 관련 퍼즐맞추기, 대중가수 공연 등 다채로운 문화행사가 열릴 예정으로 가족단위 참가자에게 많은 볼거리를 제공하고
&nbsp;○ 이번 축제를 통하여 친환경농산물 소비촉진의 계기가 되고 친환경농업의 생태적&#8228;환경적 가치를 확산하는 계기가 될 것으로 기대된다.
□ 특히, 올해 친환경농업 발전과 육성에 크게 기여한 기초지방자치단체, 생산자(단체), 관계기관 등을 발굴&#8228;수상하는 제7회 친환경농업대상 시상식이 병행행사로 진행된다.(2010.11.8, 농림수산식품부 홈페이지 보도자료)

http://www.mifaff.go.kr/gonews/content_view.jsp?newsid=155439997&amp;section_id=b_sec_1
",2010 생명평화환경농업대축제 개최.hwp,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=373&file_seq=1,2010.11.10,이진필,373,시민들과 함께하는 친환경유기농업 한마당 ‘2010 생명평화환경농업대축제 개최’,510

"농림수산식품부 공고 제&nbsp;393&nbsp; 호
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2011년 농어업경영컨설팅 업체 인증 계획
2011년 농어업경영컨설팅사업에 참여하고자 하는 컨설팅업체에 대한 신규인증과 기존업체에 대한 재인증 계획을 첨부와 같이 공고하오니, 2011년 11월 23일까지 농업인재개발원에 필요한 서류를 우편으로 접수시켜 주시기 바랍니다.
인증과 관련된 사항은 농업인재개발원 교육기획팀(전화, 031-460-8933, 031-460-8924)으로 문의하시기 바랍니다.(2010.11.8, 농림수산식품부 홈페이지, 보도자료)

http://www.mifaff.go.kr/list.jsp?id=27472&amp;pageNo=1&amp;NOW_YEAR=2010&amp;group_id=3&amp;menu_id=123&amp;link_menu_id=123&amp;division=B&amp;board_kind=C&amp;board_skin_id=C2&amp;parent_code=58&amp;link_url=&amp;depth=2&amp;code=top&amp;link_target_yn=&amp;menu_introduction=&amp;menu_name=&amp;popup_yn=&amp;reference=&amp;tab_yn=N
",농어업경영컨설팅업체인증계획-공고문(2011년).hwp,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=372&file_seq=1,2010.11.10,이진필,372,2011년 농어업경영컨설팅 업체 인증 계획,530

"논은 온실가스로 알려진 메탄의 중요한 인위적 발생원으로 알려져 있다. 논 토양과 같은 혐기성 상태에서 다양한 유기물이 메탄 생성균에 의해 분해되어 메탄이 발생한다. 기후변화에 관한 정부간 패널(IPCC, Intergivernmental Panel on Climate Change)은 각국이 온실가스 발생량의 산정을 실시하기 위해 IPCC의 가이드라인을 작성했다. 이 가이드라인은 2006년에 개정되었으며, 논에서 발생되는 메탄 발생량의 산정에 대해서는 일본 농업환경기술연구소(National Institute for Agro-Environmental Sciences)의 물질순환연구영역 연구그룹의 성과를 기초로 보다 정밀도가 높은 산정방법이 되었다. 본 연구에서는 이 가이드라인의 산정방법과 세계의 논 경작에 관한 통계자료를 이용하여 세계 논에서 발생되는 메탄의 발생량과 저감 가능량에 관하여 추정하였다.

세계의 벼농사에 관하여 관개답(灌漑畓), 천수답(天水畓) 등 형태별 벼 수확면적, 재배기간 전과 재배기간 중의 물 관리, 사용하는 유기물의 형태와 양에 관한 데이터베이스를 작성하고, 각국 및 각 지역별로 산정하였다. 그 결과, 2000년의 1년간 논으로부터의 메탄발생량은 전 세계에서 25.6Tg(2,560만톤)이며, 몬테카를로 시뮬레이션*에 의한 95% 신뢰도 구간은 14.8&sim;41.7g였다. 일본의 과거&nbsp;연구사례에서는 논에서의 메탄발생량을&nbsp;과대평가하고 있었던 것으로 생각되었다. 그리고 논의 지리분포 자료로부터 메탄 발생의 지리분포를 나타냈다. 국가별로 보면, 중국과 인도의 합계가 세계의 약 반을 차지하며, 아시아지역 전체가 93%를 차지하는 것으로 밝혀졌다. 또한 일본에서의 발생량은 2%를 차지하고 있었다. (후략) (2010.11.5, 한국과학기술정보연구원(KISTI), 미리안 '글로벌동향브리핑')&nbsp;

* 몬테카를로 시뮬레이션이란 불확실한 상황하에서의 의사결정을 목적으로 확률적시스템의 모의 실험에 이용되는 절차를 말한다. 몬테카를로 시뮬레이션의 핵심은 모형의 확률요소들에 대한 실험인데 이는 확률적 또는 우연결과를 발생시켜 주는 도구를 이용하여 수행된다. 이 도구는 모형에서 가정한 확률분포에 따라 무작위표본추출에 의해서 우연결과를 발생시켜 주는데 이용된다. 따라서 몬테카를로 시뮬레이션을 모의적 표본 추출법(simulated sampling technique)이라고도 한다. 우연결과 또는 확률적 결과를 발생시켜 주는데 이용되는 도구로는 주사 위나 룰렛바퀴(roulett wheel), 복권추첨에 이용되는 숫자공 등이 있으며, 가장 일반적으로 쓰이는 것은 난수(random number)이며 컴퓨터에 의해 발생되는 의사난수(pseudo-random number) 등이 있다. 몬테카를로 시뮬레이션의 시행을 위한 절차로는 단계 1, 확률변수의 확률분포를 얻고 단계 2, 누적확률분포를 설정 단계 3, 확률변수의 값이나 값의 범위를 나타내기 위해서 적절한 난 수의 집합-난수의 구간-을 할당한다. 단계 4, 무작위표본추출을 이용하여 시뮬레이션실험을 실시 마지막으로 단계 5에서 행동방안을 설계&middot;시행하고 통제한다.(게재자 주, 네이버 백과사전)

http://mirian.kisti.re.kr/global/global_v.jsp ",2010.11.05,이진필,371,세계 논에서의 메탄 발생량과 그 저감 가능성의 추정,392,2011년 농어업경영컨설팅 업체 인증 계획,530

"최근 미국 Arizona State University와&nbsp; 노르웨이 Norweigian University의 공동 연구진은 온라인 공개 학술지인 Public Library of Science(PLoS) ONE을 통해 꿀벌들도 사람처럼 노화에 따라 학습능력이 감퇴한다는 흥미로운 사실을 보고하였다. 원래 꿀벌은 방향감각이 매우&nbsp; 뛰어나서, 3&sim;4일 비행하여 매우 먼&nbsp;곳에 있는 꽃까지 도달해 꿀을 채취한 후&nbsp;다시 자신의 벌집으로 되돌아온다. 그러나&nbsp;이 연구보고에 따르면 꿀벌은 연령이&nbsp;높아지면서 벌집으로 되돌아오는 길을&nbsp;찾는 능력이&nbsp;현저히 떨어지고, 새로운 곳으로 이동하면 찾지 못하는 등 뇌의&nbsp;기능이 저하된다는 것이다. (중략)

&nbsp;연구진은 벌통의 위치가 바뀌면 벌들의 연령에 따라 어떻게 적응하는 지 관찰하기 위해서, 벌들을 상대적으로 젊고(mature) 늙은(old) 두 그룹으로 나누어 새로운 벌통의 위치를 인식하게 하고 종전에 벌통에 대한 기억을 사라지게 하였다. 또한 이들 벌들에게 기존의 벌통을 이용하지 못하게 하는 한편, 새로운 벌통에 적응하는 훈련을 시켰다. 그런 후에 연구진은 새로운 벌통의 위치를 숨겨 두 그룹의 벌들에게 벌통의 의치를 찾게 하였다. 조사결과 상대적은 젊은 벌들에 비해 늙은 벌들의 대다수는 새로운 벌통의 위치를 찾지 못하고 종전에 있던 벌통의 위치를 맴돌았다. (후략) (2010.10.27, 한국과학기술정보연구원(KISTI) 미리안 '글로벌동향브리핑')

http://mirian.kisti.re.kr/global/global_v.jsp ",2010.10.27,이진필,370,꿀벌도 늙으면 뇌기능이 떨어진다,356,2011년 농어업경영컨설팅 업체 인증 계획,530

"화학비료가 여러 작물 병원균들 사이의 경쟁을 감소시키기 때문에, 오히려 더 작물의 병원균을 번성시킬 수 있다는 새로운 연구결과가 나왔다. 영국의&nbsp; Centre for Ecology&amp; Hydrology, Imperial College London, University of Southhampton 공동 연구진은 유기농-비유기농 재배작물과 병해충의 상관관계에 대해서 연구하였고, 이 연구의 결과를 영국 왕립학술지(Proceedings of the Royal Society B) 최근호에 게재하였다.(중략)

실험결과, 무비료 처리군과 유기질 비료 처리군에서 두 해충간에 뚜렷한 경쟁이 관찰된 반면, 암묘늄 질산 비료에서는 경쟁이 없었다. 즉, 화학비료를 처리한 식물에서는 오히려 두 해충의 개체수가 증가한 것이다. 이러한 결과에 대해 이번 논문의 주저자인 Dr. Joannna Staley는 &quot;암모늄 질산이 식물체의 질을&nbsp;높인 결과이다. 즉, 잎의 질소 함량을 높여 진딧물 집단이 상호 간에 경쟁 없이 개체수를 늘릴 수&nbsp;있었던 것&quot;이러 해석하였다.(후략) (2010.10.21, 한국과학기술정보연구원(KISTI) 미리안 '글로벌동향브리핑)

http://mirian.kisti.re.kr/global/global_v.jsp&nbsp; ",2010.10.26,이진필,369,화학비료가 오히려 병해충을 증가시킬 수 있다.,380,2011년 농어업경영컨설팅 업체 인증 계획,530

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 (주)윕스에서 수행한 &quot;GMO 개발&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_GMO개발(윕스).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=368&file_seq=1,2010.06.03,이진필,368,GMO 개발,563

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 플러스 국제특허법률사무소에서 수행한 &quot;특용작물&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_특용작물(플러스특허사무소).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=367&file_seq=1,2010.06.03,이진필,367,"특용작물 ",481

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 21세기 국제특허법률사무소에서 수행한 &quot;친환경 유기농업 기술&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_친환경유기농업기술(21세기특허사무소).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=366&file_seq=1,2010.06.03,이진필,366,친환경 유기농업 기술,493

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 태평양 특허법인에서 수행한 &quot;축산(한우 돼지 가금류)_특수 가축의 국제 경쟁력 강화기술&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_축산(한우돼지가금류_특수가축의국제경쟁력강화기술)(태평양특허법인).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=365&file_seq=1,2010.06.03,이진필,365,축산(한우 돼지 가금류_특수 가축의 국제 경쟁력 강화기술),548

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 명문 특허법인에서 수행한 &quot;축산(고품질 우유생산 및 생산성 향상 기술&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_축산(고품질우유생산및생산성향상기술)(명문특허법인).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=364&file_seq=1,2010.06.03,이진필,364,축산(고품질 우유생산 및 생산성 향상 기술),526

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 다나 특허법인에서 수행한 &quot;종자&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_종자(다나특허법인).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=363&file_seq=1,2010.06.03,이진필,363,종자,556

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 리 인터네셔널 국제특허법률사무소에서 수행한 &quot;조사료 이용&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_조사료이용(리인터내셔널특허사무소).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=362&file_seq=1,2010.06.03,이진필,362,조사료 이용,536

&nbsp;&nbsp; 본 보고서는 국가연구개발 특허기술동향조사 사업으로 한국특허정보원에서 전담하여 다울 특허법인에서 수행한 &quot;조사료 개발&quot; 관련 특허동향 및 조사분석 보고서입니다.&nbsp;,20091231_조사료개발(다울특허법인).pdf,http://www.fact.or.kr/action.do?action=farmtech%24file&seq=361&file_seq=1,2010.06.03,이진필,361,조사료 개발,335
